N,integral
43098,18.8371
43099,18.7101
43100,18.744
43101,18.738
43102,18.8445
43103,18.799
43104,18.7763
43105,18.6826
43106,18.7632
43107,18.8598
43108,18.7629
43109,18.7201
43110,18.8136
43111,18.827
43112,18.6618
43113,18.756
43114,18.8194
43115,18.6841
43116,18.8897
43117,18.762
43118,18.7358
43119,18.817
43120,18.7619
43121,18.632
43122,18.7517
43123,18.7709
43124,18.7715
43125,18.7501
43126,18.7112
43127,18.8195
43128,18.7144
43129,18.892
43130,18.9239
43131,18.7799
43132,18.8079
43133,18.737
43134,18.7242
43135,18.703
43136,18.8197
43137,18.6559
43138,18.7223
43139,18.671
43140,18.7775
43141,18.7665
43142,18.7705
43143,18.669
43144,18.7701
43145,18.6895
43146,18.7179
43147,18.7324
43148,18.7156
43149,18.7622
43150,18.832
43151,18.7134
43152,18.7267
43153,18.8855
43154,18.6682
43155,18.798
43156,18.7024
43157,18.7054
43158,18.7388
43159,18.7044
43160,18.7034
43161,18.8697
43162,18.8556
43163,18.76
43164,18.6923
43165,18.7467
43166,18.7553
43167,18.7122
43168,18.7116
43169,18.7649
43170,18.7158
43171,18.7554
43172,18.7685
43173,18.6682
43174,18.7273
43175,18.8975
43176,18.6198
43177,18.7918
43178,18.7931
43179,18.7579
43180,18.6726
43181,18.921
43182,18.6259
43183,18.919
43184,18.744
43185,18.7319
43186,18.7109
43187,18.7605
43188,18.7658
43189,18.7291
43190,18.861
43191,18.8225
43192,18.6874
43193,18.7802
43194,18.6778
43195,18.727
43196,18.7662
43197,18.825
43198,18.8378
43199,18.7625
43200,18.6293
43201,18.697
43202,18.7487
43203,18.801
43204,18.7082
43205,18.8231
43206,18.7473
43207,18.7555
43208,18.7267
43209,18.7319
43210,18.6275
43211,18.7186
43212,18.7368
43213,18.8246
43214,18.773
43215,18.6808
43216,18.7089
43217,18.7865
43218,18.7684
43219,18.7628
43220,18.8845
43221,18.7403
43222,18.7841
43223,18.8329
43224,18.6997
43225,18.8312
43226,18.7965
43227,18.7694
43228,18.7525
43229,18.7975
43230,18.7243
43231,18.7122
43232,18.6897
43233,18.7431
43234,18.7319
43235,18.7172
43236,18.6174
43237,18.7407
43238,18.658
43239,18.7933
43240,18.7756
43241,18.6644
43242,18.6806
43243,18.8946
43244,18.8172
43245,18.8611
43246,18.7041
43247,18.717
43248,18.8035
43249,18.6943
43250,18.6541
43251,18.7696
43252,18.7052
43253,18.7502
43254,18.74
43255,18.7018
43256,18.836
43257,18.7071
43258,18.7641
43259,18.7347
43260,18.7823
43261,18.7401
43262,18.8051
43263,18.6325
43264,18.665
43265,18.7847
43266,18.6845
43267,18.6577
43268,18.7531
43269,18.73
43270,18.7128
43271,18.8559
43272,18.7694
43273,18.8017
43274,18.8317
43275,18.7512
43276,18.7922
43277,18.8282
43278,18.6866
43279,18.7002
43280,18.7791
43281,18.8332
43282,18.6542
43283,18.743
43284,18.8091
43285,18.7214
43286,18.7573
43287,18.7269
43288,18.7365
43289,18.8064
43290,18.7765
43291,18.7413
43292,18.7195
43293,18.683
43294,18.7952
43295,18.7299
43296,18.7232
43297,18.7596
43298,18.7755
43299,18.6509
43300,18.7504
43301,18.7326
43302,18.7955
43303,18.7607
43304,18.7598
43305,18.6622
43306,18.6446
43307,18.7169
43308,18.8059
43309,18.7653
43310,18.8864
43311,18.7867
43312,18.8173
43313,18.7831
43314,18.6773
43315,18.6723
43316,18.7743
43317,18.7793
43318,18.8628
43319,18.8126
43320,18.7801
43321,18.7658
43322,18.6846
43323,18.7188
43324,18.7813
43325,18.7952
43326,18.7411
43327,18.7634
43328,18.6681
43329,18.7379
43330,18.7009
43331,18.775
43332,18.7265
43333,18.7758
43334,18.6321
43335,18.7389
43336,18.6521
43337,18.7409
43338,18.7942
43339,18.72
43340,18.6316
43341,18.8397
43342,18.7322
43343,18.7376
43344,18.7341
43345,18.8834
43346,18.8275
43347,18.7713
43348,18.8805
43349,18.825
43350,18.8897
43351,18.8287
43352,18.6634
43353,18.609
43354,18.6786
43355,18.7479
43356,18.7712
43357,18.7494
43358,18.8771
43359,18.8353
43360,18.7319
43361,18.6724
43362,18.7177
43363,18.8031
43364,18.7733
43365,18.7423
43366,18.6908
43367,18.8453
43368,18.7657
43369,18.7814
43370,18.7612
43371,18.6304
43372,18.6987
43373,18.835
43374,18.637
43375,18.8828
43376,18.6885
43377,18.7651
43378,18.8509
43379,18.8434
43380,18.6381
43381,18.7385
43382,18.6833
43383,18.6971
43384,18.8007
43385,18.7777
43386,18.7628
43387,18.5546
43388,18.8023
43389,18.7574
43390,18.8146
43391,18.7744
43392,18.7596
43393,18.6265
43394,18.7182
43395,18.713
43396,18.74
43397,18.7837
43398,18.7233
43399,18.6601
43400,18.8793
43401,18.7064
43402,18.7492
43403,18.7485
43404,18.7541
43405,18.742
43406,18.7495
43407,18.694
43408,18.8027
43409,18.7385
43410,18.7692
43411,18.7536
43412,18.8395
43413,18.8472
43414,18.6696
43415,18.768
43416,18.7857
43417,18.7066
43418,18.6353
43419,18.7606
43420,18.5721
43421,18.7191
43422,18.6611
43423,18.7571
43424,18.7124
43425,18.6992
43426,18.8026
43427,18.815
43428,18.7131
43429,18.6914
43430,18.7853
43431,18.7179
43432,18.6456
43433,18.7892
43434,18.7107
43435,18.7914
43436,18.7821
43437,18.7052
43438,18.6948
43439,18.6352
43440,18.8534
43441,18.6966
43442,18.6203
43443,18.7546
43444,18.7043
43445,18.7232
43446,18.7335
43447,18.7304
43448,18.6457
43449,18.7037
43450,18.7056
43451,18.7826
43452,18.6957
43453,18.6856
43454,18.7746
43455,18.664
43456,18.7624
43457,18.7861
43458,18.6973
43459,18.8344
43460,18.7565
43461,18.8082
43462,18.708
43463,18.7445
43464,18.8517
43465,18.7108
43466,18.8472
43467,18.7543
43468,18.8053
43469,18.7934
43470,18.8424
43471,18.7799
43472,18.6836
43473,18.8179
43474,18.8211
43475,18.7324
43476,18.7051
43477,18.8106
43478,18.8348
43479,18.76
43480,18.7974
43481,18.7107
43482,18.7009
43483,18.7269
43484,18.7404
43485,18.7106
43486,18.8232
43487,18.9051
43488,18.7876
43489,18.7708
43490,18.6912
43491,18.8181
43492,18.7122
43493,18.9014
43494,18.8014
43495,18.6922
43496,18.68
43497,18.7931
43498,18.8235
43499,18.8308
43500,18.7776
43501,18.9016
43502,18.7754
43503,18.7493
43504,18.8305
43505,18.6775
43506,18.8566
43507,18.8976
43508,18.7369
43509,18.8024
43510,18.7329
43511,18.7059
43512,18.6556
43513,18.7575
43514,18.6931
43515,18.8372
43516,18.7528
43517,18.81
43518,18.5751
43519,18.6714
43520,18.8365
43521,18.8204
43522,18.7423
43523,18.7929
43524,18.7679
43525,18.6829
43526,18.7473
43527,18.7484
43528,18.7029
43529,18.7736
43530,18.7939
43531,18.7025
43532,18.6901
43533,18.7986
43534,18.8124
43535,18.7001
43536,18.7617
43537,18.7019
43538,18.8477
43539,18.7303
43540,18.8089
43541,18.7788
43542,18.7847
43543,18.7067
43544,18.8663
43545,18.7199
43546,18.822
43547,18.8453
43548,18.7023
43549,18.6807
43550,18.7451
43551,18.7871
43552,18.7418
43553,18.8609
43554,18.7936
43555,18.9032
43556,18.6989
43557,18.7514
43558,18.8029
43559,18.7145
43560,18.7106
43561,18.829
43562,18.8053
43563,18.6642
43564,18.7104
43565,18.6985
43566,18.7925
43567,18.7567
43568,18.7936
43569,18.689
43570,18.6925
43571,18.7545
43572,18.6308
43573,18.7457
43574,18.7388
43575,18.6838
43576,18.6835
43577,18.713
43578,18.7304
43579,18.7042
43580,18.7359
43581,18.6324
43582,18.8109
43583,18.8163
43584,18.7395
43585,18.7222
43586,18.7164
43587,18.7906
43588,18.6722
43589,18.7865
43590,18.8378
43591,18.8076
43592,18.7334
43593,18.7762
43594,18.6618
43595,18.6207
43596,18.5804
43597,18.7581
43598,18.8565
43599,18.7312
43600,18.8017
43601,18.771
43602,18.8689
43603,18.713
43604,18.682
43605,18.7348
43606,18.8575
43607,18.7789
43608,18.7011
43609,18.7786
43610,18.7805
43611,18.8418
43612,18.8389
43613,18.7205
43614,18.8014
43615,18.7436
43616,18.7957
43617,18.7348
43618,18.7427
43619,18.7043
43620,18.6753
43621,18.6787
43622,18.7882
43623,18.729
43624,18.7622
43625,18.7262
43626,18.8148
43627,18.5645
43628,18.7486
43629,18.7247
43630,18.7885
43631,18.7547
43632,18.7775
43633,18.7829
43634,18.7898
43635,18.6559
43636,18.7721
43637,18.7955
43638,18.6411
43639,18.6823
43640,18.6157
43641,18.8295
43642,18.8049
43643,18.8067
43644,18.845
43645,18.6929
43646,18.5762
43647,18.7035
43648,18.8664
43649,18.6868
43650,18.8486
43651,18.8193
43652,18.8011
43653,18.8488
43654,18.7237
43655,18.5832
43656,18.6901
43657,18.6716
43658,18.8082
43659,18.7711
43660,18.6585
43661,18.7558
43662,18.7584
43663,18.8156
43664,18.716
43665,18.7219
43666,18.6498
43667,18.7662
43668,18.7482
43669,18.7371
43670,18.8376
43671,18.6727
43672,18.7387
43673,18.6215
43674,18.7901
43675,18.8159
43676,18.7138
43677,18.7229
43678,18.8635
43679,18.7297
43680,18.72
43681,18.7025
43682,18.7957
43683,18.7463
43684,18.7475
43685,18.6984
43686,18.6565
43687,18.6943
43688,18.7328
43689,18.7092
43690,18.879
43691,18.7277
43692,18.757
43693,18.7851
43694,18.6694
43695,18.7551
43696,18.7493
43697,18.7543
43698,18.699
43699,18.7653
43700,18.8418
43701,18.733
43702,18.591
43703,18.7472
43704,18.8304
43705,18.7476
43706,18.7906
43707,18.7877
43708,18.7625
43709,18.7422
43710,18.8321
43711,18.7248
43712,18.7233
43713,18.7419
43714,18.785
43715,18.8416
43716,18.6354
43717,18.709
43718,18.7429
43719,18.8182
43720,18.6908
43721,18.7719
43722,18.6871
43723,18.8136
43724,18.8074
43725,18.6752
43726,18.8684
43727,18.7554
43728,18.725
43729,18.6861
43730,18.7004
43731,18.8293
43732,18.7755
43733,18.7533
43734,18.7378
43735,18.7859
43736,18.7645
43737,18.7654
43738,18.7476
43739,18.6775
43740,18.6996
43741,18.7604
43742,18.7338
43743,18.8392
43744,18.7289
43745,18.6987
43746,18.7613
43747,18.6852
43748,18.7395
43749,18.7576
43750,18.8278
43751,18.7601
43752,18.7616
43753,18.7201
43754,18.7801
43755,18.8871
43756,18.7606
43757,18.7056
43758,18.6612
43759,18.8792
43760,18.7869
43761,18.7494
43762,18.8092
43763,18.6616
43764,18.7049
43765,18.7309
43766,18.8217
43767,18.6398
43768,18.827
43769,18.7712
43770,18.7329
43771,18.7886
43772,18.8068
43773,18.7939
43774,18.6645
43775,18.7436
43776,18.7098
43777,18.738
43778,18.6102
43779,18.775
43780,18.769
43781,18.7861
43782,18.6744
43783,18.806
43784,18.8081
43785,18.6689
43786,18.7632
43787,18.8477
43788,18.8054
43789,18.681
43790,18.8278
43791,18.7133
43792,18.6994
43793,18.909
43794,18.7832
43795,18.7601
43796,18.8468
43797,18.7655
43798,18.7094
43799,18.7075
43800,18.7258
43801,18.8126
43802,18.8142
43803,18.7706
43804,18.7742
43805,18.7522
43806,18.7783
43807,18.7377
43808,18.7147
43809,18.7712
43810,18.7546
43811,18.8169
43812,18.7583
43813,18.8162
43814,18.7886
43815,18.8041
43816,18.669
43817,18.7908
43818,18.6449
43819,18.7769
43820,18.7699
43821,18.9171
43822,18.6982
43823,18.7543
43824,18.5924
43825,18.7129
43826,18.7646
43827,18.6846
43828,18.6542
43829,18.7158
43830,18.6289
43831,18.8443
43832,18.718
43833,18.7413
43834,18.6379
43835,18.7414
43836,18.6359
43837,18.7853
43838,18.759
43839,18.7964
43840,18.6858
43841,18.7951
43842,18.7171
43843,18.6932
43844,18.8277
43845,18.7007
43846,18.7854
43847,18.7982
43848,18.8323
43849,18.7826
43850,18.76
43851,18.81
43852,18.644
43853,18.7511
43854,18.682
43855,18.7
43856,18.671
43857,18.7209
43858,18.7322
43859,18.8745
43860,18.8125
43861,18.688
43862,18.7495
43863,18.801
43864,18.6605
43865,18.6736
43866,18.8231
43867,18.7984
43868,18.8319
43869,18.6806
43870,18.7237
43871,18.6826
43872,18.6261
43873,18.6796
43874,18.8409
43875,18.7172
43876,18.7623
43877,18.7127
43878,18.7948
43879,18.8084
43880,18.6767
43881,18.8225
43882,18.7135
43883,18.7815
43884,18.7361
43885,18.6774
43886,18.7092
43887,18.7912
43888,18.6909
43889,18.7225
43890,18.7047
43891,18.674
43892,18.8111
43893,18.7445
43894,18.8381
43895,18.7103
43896,18.7187
43897,18.8823
43898,18.6473
43899,18.7986
43900,18.8053
43901,18.8136
43902,18.8292
43903,18.7322
43904,18.682
43905,18.7355
43906,18.7939
43907,18.6125
43908,18.6991
43909,18.7726
43910,18.8846
43911,18.8617
43912,18.7943
43913,18.7351
43914,18.767
43915,18.7122
43916,18.6763
43917,18.7347
43918,18.7936
43919,18.8146
43920,18.7142
43921,18.718
43922,18.7686
43923,18.7386
43924,18.7629
43925,18.8145
43926,18.7358
43927,18.711
43928,18.6843
43929,18.6991
43930,18.7492
43931,18.6232
43932,18.7708
43933,18.7162
43934,18.7594
43935,18.6951
43936,18.8059
43937,18.8043
43938,18.877
43939,18.8279
43940,18.7908
43941,18.7894
43942,18.7822
43943,18.7791
43944,18.7631
43945,18.8698
43946,18.6267
43947,18.7584
43948,18.8581
43949,18.7664
43950,18.686
43951,18.7815
43952,18.774
43953,18.8328
43954,18.6277
43955,18.6306
43956,18.676
43957,18.8734
43958,18.7952
43959,18.7257
43960,18.6923
43961,18.7439
43962,18.692
43963,18.5679
43964,18.6383
43965,18.756
43966,18.6742
43967,18.6843
43968,18.7903
43969,18.7809
43970,18.7448
43971,18.7406
43972,18.7328
43973,18.7472
43974,18.676
43975,18.7578
43976,18.7367
43977,18.767
43978,18.717
43979,18.6757
43980,18.8109
43981,18.7878
43982,18.742
43983,18.6405
43984,18.5979
43985,18.731
43986,18.7348
43987,18.7945
43988,18.689
43989,18.6989
43990,18.8604
43991,18.7247
43992,18.7412
43993,18.751
43994,18.6974
43995,18.7492
43996,18.7143
43997,18.8512
43998,18.7467
43999,18.695
44000,18.6901
44001,18.7359
44002,18.7343
44003,18.7015
44004,18.6841
44005,18.7283
44006,18.681
44007,18.8041
44008,18.664
44009,18.6707
44010,18.7465
44011,18.7174
44012,18.6193
44013,18.8128
44014,18.6869
44015,18.7588
44016,18.7814
44017,18.7562
44018,18.7286
44019,18.7292
44020,18.7689
44021,18.782
44022,18.827
44023,18.655
44024,18.6192
44025,18.7394
44026,18.8449
44027,18.7069
44028,18.8368
44029,18.7076
44030,18.6229
44031,18.7801
44032,18.8615
44033,18.7198
44034,18.8587
44035,18.6574
44036,18.6962
44037,18.817
44038,18.7386
44039,18.724
44040,18.6285
44041,18.7018
44042,18.8208
44043,18.7519
44044,18.683
44045,18.6187
44046,18.8183
44047,18.7281
44048,18.7676
44049,18.7476
44050,18.8014
44051,18.7019
44052,18.827
44053,18.7229
44054,18.8939
44055,18.6544
44056,18.6696
44057,18.7495
44058,18.728
44059,18.7205
44060,18.6926
44061,18.7769
44062,18.7819
44063,18.6863
44064,18.816
44065,18.6785
44066,18.7853
44067,18.7945
44068,18.6723
44069,18.6789
44070,18.7413
44071,18.8718
44072,18.7675
44073,18.7685
44074,18.7533
44075,18.7602
44076,18.7419
44077,18.7562
44078,18.7093
44079,18.747
44080,18.8546
44081,18.7745
44082,18.6928
44083,18.7142
44084,18.7099
44085,18.7046
44086,18.7405
44087,18.686
44088,18.8971
44089,18.7076
44090,18.8061
44091,18.7809
44092,18.8409
44093,18.6631
44094,18.704
44095,18.7554
44096,18.6838
44097,18.7322
44098,18.7173
44099,18.7302
44100,18.7884
44101,18.8217
44102,18.6642
44103,18.6802
44104,18.6703
44105,18.7674
44106,18.6854
44107,18.7266
44108,18.8327
44109,18.6421
44110,18.7955
44111,18.7163
44112,18.7165
44113,18.8294
44114,18.7465
44115,18.7092
44116,18.7873
44117,18.6975
44118,18.8535
44119,18.8494
44120,18.7594
44121,18.7377
44122,18.8361
44123,18.8012
44124,18.8467
44125,18.5988
44126,18.7257
44127,18.7179
44128,18.8464
44129,18.7525
44130,18.8397
44131,18.7711
44132,18.788
44133,18.7346
44134,18.7141
44135,18.8421
44136,18.8063
44137,18.7054
44138,18.7388
44139,18.7196
44140,18.751
44141,18.7202
44142,18.7792
44143,18.7854
44144,18.715
44145,18.868
44146,18.7023
44147,18.6839
44148,18.7908
44149,18.715
44150,18.7494
44151,18.7977
44152,18.8163
44153,18.6293
44154,18.7747
44155,18.638
44156,18.7474
44157,18.6662
44158,18.739
44159,18.8178
44160,18.7345
44161,18.7956
44162,18.8194
44163,18.734
44164,18.8621
44165,18.7877
44166,18.7051
44167,18.8041
44168,18.6665
44169,18.6038
44170,18.8091
44171,18.7168
44172,18.7711
44173,18.7487
44174,18.7463
44175,18.7235
44176,18.6921
44177,18.8203
44178,18.8097
44179,18.8563
44180,18.7623
44181,18.772
44182,18.6905
44183,18.8626
44184,18.7667
44185,18.7827
44186,18.7517
44187,18.674
44188,18.6833
44189,18.7256
44190,18.7175
44191,18.8599
44192,18.7241
44193,18.8129
44194,18.6423
44195,18.6427
44196,18.7097
44197,18.8009
44198,18.7227
44199,18.8129
44200,18.8481
44201,18.6851
44202,18.7874
44203,18.6669
44204,18.6957
44205,18.6444
44206,18.7898
44207,18.838
44208,18.7006
44209,18.6957
44210,18.8009
44211,18.6188
44212,18.9425
44213,18.74
44214,18.8381
44215,18.8141
44216,18.7461
44217,18.7573
44218,18.6266
44219,18.7723
44220,18.8264
44221,18.7694
44222,18.7967
44223,18.7194
44224,18.7354
44225,18.8784
44226,18.7951
44227,18.8081
44228,18.6898
44229,18.7065
44230,18.7422
44231,18.8123
44232,18.7667
44233,18.6972
44234,18.7247
44235,18.6662
44236,18.7474
44237,18.5505
44238,18.8234
44239,18.7626
44240,18.853
44241,18.7551
44242,18.6788
44243,18.8644
44244,18.7787
44245,18.7532
44246,18.7153
44247,18.8125
44248,18.6992
44249,18.7053
44250,18.8114
44251,18.6841
44252,18.7914
44253,18.6813
44254,18.7203
44255,18.8732
44256,18.7416
44257,18.7285
44258,18.8955
44259,18.7795
44260,18.7925
44261,18.5839
44262,18.8004
44263,18.7049
44264,18.78
44265,18.7521
44266,18.824
44267,18.7734
44268,18.7031
44269,18.7742
44270,18.6509
44271,18.7388
44272,18.7093
44273,18.7372
44274,18.7458
44275,18.7972
44276,18.7611
44277,18.6937
44278,18.8077
44279,18.8451
44280,18.7931
44281,18.783
44282,18.7664
44283,18.7254
44284,18.6623
44285,18.8874
44286,18.7409
44287,18.7211
44288,18.7381
44289,18.7138
44290,18.7619
44291,18.7121
44292,18.775
44293,18.8567
44294,18.8319
44295,18.6987
44296,18.7192
44297,18.8359
44298,18.8266
44299,18.7104
44300,18.6382
44301,18.8177
44302,18.707
44303,18.6994
44304,18.7633
44305,18.7781
44306,18.6889
44307,18.8641
44308,18.7339
44309,18.6806
44310,18.8009
44311,18.8083
44312,18.8614
44313,18.7586
44314,18.7146
44315,18.6674
44316,18.8179
44317,18.7344
44318,18.6567
44319,18.7505
44320,18.8738
44321,18.7763
44322,18.7751
44323,18.7879
44324,18.8315
44325,18.7963
44326,18.7146
44327,18.7283
44328,18.7645
44329,18.7537
44330,18.7844
44331,18.6851
44332,18.6952
44333,18.8005
44334,18.7472
44335,18.7087
44336,18.7095
44337,18.7635
44338,18.6631
44339,18.7749
44340,18.7337
44341,18.8337
44342,18.7489
44343,18.8104
44344,18.733
44345,18.7521
44346,18.7156
44347,18.7441
44348,18.8801
44349,18.7651
44350,18.7732
44351,18.7399
44352,18.6968
44353,18.768
44354,18.6867
44355,18.7814
44356,18.8778
44357,18.8889
44358,18.7526
44359,18.8492
44360,18.7782
44361,18.8132
44362,18.6772
44363,18.6683
44364,18.6834
44365,18.841
44366,18.6482
44367,18.7175
44368,18.8342
44369,18.686
44370,18.8177
44371,18.7534
44372,18.7567
44373,18.8417
44374,18.7648
44375,18.6511
44376,18.7663
44377,18.6967
44378,18.7235
44379,18.6864
44380,18.8243
44381,18.7473
44382,18.6779
44383,18.7122
44384,18.784
44385,18.744
44386,18.7066
44387,18.7682
44388,18.8652
44389,18.8192
44390,18.7272
44391,18.684
44392,18.6098
44393,18.7067
44394,18.6779
44395,18.6995
44396,18.8555
44397,18.7857
44398,18.9783
44399,18.7647
44400,18.8174
44401,18.8965
44402,18.8241
44403,18.811
44404,18.7506
44405,18.6968
44406,18.8089
44407,18.7894
44408,18.8423
44409,18.8246
44410,18.7221
44411,18.6859
44412,18.6169
44413,18.7935
44414,18.6909
44415,18.7131
44416,18.6702
44417,18.7182
44418,18.8154
44419,18.8694
44420,18.7488
44421,18.7117
44422,18.7756
44423,18.7834
44424,18.8318
44425,18.6329
44426,18.6588
44427,18.6401
44428,18.7466
44429,18.7763
44430,18.6595
44431,18.7849
44432,18.7187
44433,18.8587
44434,18.7833
44435,18.8247
44436,18.7018
44437,18.7358
44438,18.7062
44439,18.7445
44440,18.7561
44441,18.7181
44442,18.7311
44443,18.8036
44444,18.7985
44445,18.6866
44446,18.6963
44447,18.7092
44448,18.7445
44449,18.7372
44450,18.621
44451,18.6932
44452,18.7663
44453,18.7356
44454,18.753
44455,18.7089
44456,18.8617
44457,18.7948
44458,18.7081
44459,18.8055
44460,18.7296
44461,18.6879
44462,18.7433
44463,18.6843
44464,18.7373
44465,18.7431
44466,18.8898
44467,18.717
44468,18.627
44469,18.6986
44470,18.6302
44471,18.6965
44472,18.7862
44473,18.7939
44474,18.8088
44475,18.668
44476,18.7466
44477,18.745
44478,18.7806
44479,18.767
44480,18.8532
44481,18.8291
44482,18.7351
44483,18.7443
44484,18.7334
44485,18.6805
44486,18.7602
44487,18.6852
44488,18.7534
44489,18.7293
44490,18.7409
44491,18.7264
44492,18.6207
44493,18.8358
44494,18.7227
44495,18.747
44496,18.8622
44497,18.7123
44498,18.7137
44499,18.6211
44500,18.782
44501,18.8194
44502,18.7728
44503,18.7771
44504,18.6522
44505,18.7559
44506,18.7009
44507,18.8823
44508,18.6746
44509,18.7565
44510,18.8602
44511,18.7923
44512,18.6953
44513,18.8465
44514,18.7147
44515,18.6865
44516,18.6914
44517,18.6976
44518,18.7009
44519,18.7489
44520,18.7493
44521,18.7534
44522,18.7344
44523,18.9
44524,18.6308
44525,18.693
44526,18.7882
44527,18.8032
44528,18.7795
44529,18.7162
44530,18.8359
44531,18.6747
44532,18.871
44533,18.7848
44534,18.7454
44535,18.7583
44536,18.7081
44537,18.7297
44538,18.7203
44539,18.765
44540,18.739
44541,18.6627
44542,18.6974
44543,18.7225
44544,18.686
44545,18.6275
44546,18.7505
44547,18.6417
44548,18.6855
44549,18.6754
44550,18.7742
44551,18.6875
44552,18.764
44553,18.769
44554,18.8022
44555,18.7223
44556,18.7566
44557,18.6922
44558,18.6874
44559,18.804
44560,18.7119
44561,18.7465
44562,18.7278
44563,18.5953
44564,18.7387
44565,18.9222
44566,18.7518
44567,18.8126
44568,18.6257
44569,18.7151
44570,18.7711
44571,18.677
44572,18.839
44573,18.8315
44574,18.7692
44575,18.8244
44576,18.6748
44577,18.7751
44578,18.7568
44579,18.747
44580,18.6731
44581,18.554
44582,18.7719
44583,18.7552
44584,18.7279
44585,18.7627
44586,18.6784
44587,18.717
44588,18.7775
44589,18.6937
44590,18.7676
44591,18.7738
44592,18.7591
44593,18.6536
44594,18.8245
44595,18.6766
44596,18.7136
44597,18.7111
44598,18.8035
44599,18.8015
44600,18.8364
44601,18.7314
44602,18.836
44603,18.8308
44604,18.7041
44605,18.7361
44606,18.8178
44607,18.7865
44608,18.7994
44609,18.7291
44610,18.7479
44611,18.6729
44612,18.7577
44613,18.7697
44614,18.7483
44615,18.6585
44616,18.753
44617,18.7879
44618,18.7427
44619,18.7243
44620,18.8317
44621,18.6725
44622,18.6649
44623,18.7091
44624,18.6718
44625,18.6845
44626,18.8353
44627,18.7316
44628,18.7686
44629,18.7227
44630,18.8013
44631,18.8294
44632,18.7688
44633,18.7351
44634,18.7101
44635,18.8085
44636,18.7388
44637,18.8092
44638,18.8106
44639,18.9072
44640,18.6537
44641,18.7391
44642,18.8389
44643,18.7879
44644,18.7044
44645,18.7444
44646,18.6124
44647,18.8329
44648,18.7385
44649,18.6529
44650,18.7837
44651,18.7282
44652,18.8121
44653,18.7231
44654,18.7905
44655,18.8032
44656,18.7299
44657,18.6922
44658,18.665
44659,18.7202
44660,18.81
44661,18.8002
44662,18.75
44663,18.7511
44664,18.7881
44665,18.7431
44666,18.8404
44667,18.778
44668,18.7136
44669,18.7599
44670,18.8138
44671,18.7656
44672,18.7936
44673,18.6971
44674,18.7625
44675,18.7508
44676,18.7229
44677,18.7998
44678,18.7612
44679,18.7287
44680,18.6651
44681,18.7942
44682,18.7541
44683,18.8628
44684,18.6768
44685,18.6911
44686,18.748
44687,18.713
44688,18.8172
44689,18.8752
44690,18.6898
44691,18.6711
44692,18.7268
44693,18.8173
44694,18.6524
44695,18.789
44696,18.7157
44697,18.7872
44698,18.772
44699,18.7998
44700,18.7861
44701,18.7703
44702,18.6746
44703,18.7539
44704,18.773
44705,18.6926
44706,18.7672
44707,18.7093
44708,18.5944
44709,18.8587
44710,18.7515
44711,18.7605
44712,18.6971
44713,18.7161
44714,18.6495
44715,18.7578
44716,18.6885
44717,18.7461
44718,18.7614
44719,18.7046
44720,18.7852
44721,18.7798
44722,18.7599
44723,18.7795
44724,18.7539
44725,18.6087
44726,18.8338
44727,18.7432
44728,18.6916
44729,18.8372
44730,18.7355
44731,18.7579
44732,18.7809
44733,18.786
44734,18.7788
44735,18.7272
44736,18.7367
44737,18.6293
44738,18.7813
44739,18.7164
44740,18.7069
44741,18.8047
44742,18.6104
44743,18.7235
44744,18.7973
44745,18.6649
44746,18.7765
44747,18.7359
44748,18.7606
44749,18.8067
44750,18.6466
44751,18.8196
44752,18.8115
44753,18.6763
44754,18.7076
44755,18.8358
44756,18.7071
44757,18.7503
44758,18.7277
44759,18.6901
44760,18.759
44761,18.781
44762,18.7525
44763,18.7599
44764,18.6743
44765,18.7802
44766,18.6894
44767,18.7718
44768,18.8198
44769,18.7661
44770,18.7178
44771,18.6908
44772,18.7653
44773,18.7138
44774,18.8753
44775,18.8765
44776,18.8384
44777,18.6778
44778,18.8119
44779,18.67
44780,18.6933
44781,18.7571
44782,18.8038
44783,18.754
44784,18.7771
44785,18.7435
44786,18.7228
44787,18.7384
44788,18.5762
44789,18.7833
44790,18.7432
44791,18.8377
44792,18.6994
44793,18.8407
44794,18.7597
44795,18.8095
44796,18.7167
44797,18.8375
44798,18.7625
44799,18.6881
44800,18.8153
44801,18.7331
44802,18.8216
44803,18.7324
44804,18.7653
44805,18.8287
44806,18.7959
44807,18.7331
44808,18.7292
44809,18.7365
44810,18.7366
44811,18.7255
44812,18.8206
44813,18.8885
44814,18.7489
44815,18.7036
44816,18.7607
44817,18.6173
44818,18.75
44819,18.7839
44820,18.7302
44821,18.8205
44822,18.7591
44823,18.7824
44824,18.6898
44825,18.7433
44826,18.7626
44827,18.7847
44828,18.7822
44829,18.7889
44830,18.7712
44831,18.7584
44832,18.9549
44833,18.7967
44834,18.8044
44835,18.6646
44836,18.7003
44837,18.6527
44838,18.7869
44839,18.8236
44840,18.7898
44841,18.7338
44842,18.6593
44843,18.6718
44844,18.6511
44845,18.8699
44846,18.8799
44847,18.7777
44848,18.8089
44849,18.7695
44850,18.7771
44851,18.7142
44852,18.7328
44853,18.73
44854,18.877
44855,18.6567
44856,18.7091
44857,18.7707
44858,18.7056
44859,18.7033
44860,18.6401
44861,18.7106
44862,18.7088
44863,18.6753
44864,18.6514
44865,18.7136
44866,18.6755
44867,18.7528
44868,18.7157
44869,18.7526
